season,match_name,h_odd,d_odd,a_odd,home_team,away_team,home_score,away_score,winner
2004,Liverpool vs Birmingham,1.54,3.5,6.0,Liverpool,Birmingham,0,1,AWAY_TEAM
2004,Norwich vs Blackburn,2.21,3.2,3.02,Norwich,Blackburn,1,1,DRAW
2004,Southampton vs West Brom,1.86,3.23,3.94,Southampton,West Brom,2,2,DRAW
2004,Tottenham vs Charlton,1.89,3.18,3.96,Tottenham,Charlton,2,3,AWAY_TEAM
2004,Aston Villa vs Portsmouth,1.81,3.31,4.04,Aston Villa,Portsmouth,3,0,HOME_TEAM
2004,Manchester City vs Norwich,1.68,3.33,4.93,Manchester City,Norwich,1,1,DRAW
2004,Bolton vs Newcastle,2.44,3.06,2.75,Bolton,Newcastle,2,1,HOME_TEAM
2004,Blackburn vs Liverpool,4.3,3.23,1.8,Blackburn,Liverpool,2,2,DRAW
2004,Arsenal vs Southampton,1.17,5.86,9.99,Arsenal,Southampton,2,2,DRAW
2004,Charlton vs Middlesbrough,2.41,3.18,2.71,Charlton,Middlesbrough,1,2,AWAY_TEAM
2004,Everton vs Aston Villa,2.06,3.19,3.35,Everton,Aston Villa,1,1,DRAW
2004,Fulham vs Tottenham,2.45,3.13,2.68,Fulham,Tottenham,2,0,HOME_TEAM
2004,Portsmouth vs Manchester Utd,5.28,3.37,1.64,Portsmouth,Manchester Utd,2,0,HOME_TEAM
2004,Birmingham vs Crystal Palace,1.76,3.29,4.4,Birmingham,Crystal Palace,0,1,AWAY_TEAM
2004,Manchester Utd vs Arsenal,2.47,3.12,2.66,Manchester Utd,Arsenal,2,0,HOME_TEAM
2004,Middlesbrough vs Portsmouth,1.62,3.37,5.43,Middlesbrough,Portsmouth,1,1,DRAW
2004,Newcastle vs Manchester City,1.66,3.33,5.09,Newcastle,Manchester City,4,3,HOME_TEAM
2004,Southampton vs Birmingham,2.43,3.17,2.69,Southampton,Birmingham,0,0,DRAW
2004,Liverpool vs Charlton,1.47,3.68,6.73,Liverpool,Charlton,2,0,HOME_TEAM
2004,Aston Villa vs Fulham,1.75,3.29,4.41,Aston Villa,Fulham,2,0,HOME_TEAM
2004,Chelsea vs Blackburn,1.28,4.65,9.66,Chelsea,Blackburn,4,0,HOME_TEAM
2004,Crystal Palace vs West Brom,2.27,3.2,2.88,Crystal Palace,West Brom,3,0,HOME_TEAM
2004,Tottenham vs Bolton,1.94,3.25,3.65,Tottenham,Bolton,1,2,AWAY_TEAM
2004,Norwich vs Everton,2.63,3.17,2.47,Norwich,Everton,2,3,AWAY_TEAM
2004,Portsmouth vs Tottenham,2.58,3.18,2.56,Portsmouth,Tottenham,1,0,HOME_TEAM
2004,Charlton vs Newcastle,2.79,3.17,2.37,Charlton,Newcastle,1,1,DRAW
2004,Manchester City vs Chelsea,4.75,3.27,1.73,Manchester City,Chelsea,1,0,HOME_TEAM
2004,Arsenal vs Aston Villa,1.28,4.48,9.5,Arsenal,Aston Villa,3,1,HOME_TEAM
2004,Blackburn vs Middlesbrough,2.43,3.18,2.66,Blackburn,Middlesbrough,0,4,AWAY_TEAM
2004,Bolton vs Crystal Palace,1.56,3.56,5.5,Bolton,Crystal Palace,1,0,HOME_TEAM
2004,Everton vs Southampton,1.68,3.33,4.9,Everton,Southampton,1,0,HOME_TEAM
2004,Fulham vs Liverpool,3.22,3.2,2.1,Fulham,Liverpool,2,4,AWAY_TEAM
2004,West Brom vs Norwich,2.08,3.2,3.27,West Brom,Norwich,0,0,DRAW
2004,Birmingham vs Manchester Utd,5.38,3.31,1.67,Birmingham,Manchester Utd,0,0,DRAW
2004,Crystal Palace vs Fulham,2.83,3.1,2.36,Crystal Palace,Fulham,2,0,HOME_TEAM
2004,Chelsea vs Liverpool,1.73,3.25,4.79,Chelsea,Liverpool,1,0,HOME_TEAM
2004,Birmingham vs Newcastle,2.62,3.18,2.47,Birmingham,Newcastle,2,2,DRAW
2004,Manchester Utd vs Middlesbrough,1.32,4.44,8.83,Manchester Utd,Middlesbrough,1,1,DRAW
2004,West Brom vs Bolton,2.93,3.17,2.29,West Brom,Bolton,2,1,HOME_TEAM
2004,Arsenal vs Charlton,1.25,4.98,9.85,Arsenal,Charlton,4,0,HOME_TEAM
2004,Blackburn vs Aston Villa,2.31,3.2,2.84,Blackburn,Aston Villa,2,2,DRAW
2004,Everton vs Tottenham,2.27,3.13,2.93,Everton,Tottenham,0,1,AWAY_TEAM
2004,Norwich vs Portsmouth,2.31,3.2,2.83,Norwich,Portsmouth,2,2,DRAW
2004,Southampton vs Manchester City,2.36,3.15,2.79,Southampton,Manchester City,0,0,DRAW
2004,Middlesbrough vs Chelsea,3.2,3.2,2.1,Middlesbrough,Chelsea,0,1,AWAY_TEAM
2004,Manchester Utd vs Liverpool,1.97,3.22,3.57,Manchester Utd,Liverpool,2,1,HOME_TEAM
2004,Chelsea vs Tottenham,1.48,3.6,6.75,Chelsea,Tottenham,0,0,DRAW
2004,Everton vs Middlesbrough,2.4,3.15,2.73,Everton,Middlesbrough,1,0,HOME_TEAM
2004,Southampton vs Newcastle,2.74,3.18,2.37,Southampton,Newcastle,1,2,AWAY_TEAM
2004,Birmingham vs Charlton,1.86,3.15,4.12,Birmingham,Charlton,1,1,DRAW
2004,Blackburn vs Portsmouth,2.1,3.18,3.2,Blackburn,Portsmouth,1,0,HOME_TEAM
2004,Crystal Palace vs Manchester City,2.75,3.2,2.5,Crystal Palace,Manchester City,1,2,AWAY_TEAM
2004,Norwich vs Aston Villa,2.65,3.15,2.45,Norwich,Aston Villa,0,0,DRAW
2004,West Brom vs Fulham,2.4,3.15,2.73,West Brom,Fulham,1,1,DRAW
2004,Arsenal vs Bolton,1.3,4.59,9.5,Arsenal,Bolton,2,2,DRAW
2004,Charlton vs Southampton,1.91,3.25,3.76,Charlton,Southampton,0,0,DRAW
2004,Tottenham vs Norwich,1.58,3.43,5.8,Tottenham,Norwich,0,0,DRAW
2004,Portsmouth vs Crystal Palace,1.73,3.49,4.68,Portsmouth,Crystal Palace,3,1,HOME_TEAM
2004,Bolton vs Manchester Utd,3.52,3.33,1.94,Bolton,Manchester Utd,2,2,DRAW
2004,Fulham vs Arsenal,6.47,3.67,1.49,Fulham,Arsenal,0,3,AWAY_TEAM
2004,Liverpool vs West Brom,1.43,3.78,7.17,Liverpool,West Brom,3,0,HOME_TEAM
2004,Manchester City vs Everton,1.86,3.27,3.93,Manchester City,Everton,0,1,AWAY_TEAM
2004,Middlesbrough vs Birmingham,1.91,3.18,3.83,Middlesbrough,Birmingham,2,1,HOME_TEAM
2004,Newcastle vs Blackburn,1.68,3.33,5.05,Newcastle,Blackburn,3,0,HOME_TEAM
2004,Aston Villa vs Chelsea,3.89,3.15,1.9,Aston Villa,Chelsea,0,0,DRAW
2004,Portsmouth vs Fulham,2.22,3.18,2.88,Portsmouth,Fulham,4,3,HOME_TEAM
2004,Manchester Utd vs Everton,1.32,4.22,9.02,Manchester Utd,Everton,0,0,DRAW
2004,Bolton vs Liverpool,3.1,3.15,2.12,Bolton,Liverpool,1,0,HOME_TEAM
2004,Norwich vs Arsenal,8.05,4.03,1.36,Norwich,Arsenal,1,4,AWAY_TEAM
2004,Aston Villa vs Newcastle,2.27,3.18,2.83,Aston Villa,Newcastle,4,2,HOME_TEAM
2004,Chelsea vs Southampton,1.23,4.95,9.75,Chelsea,Southampton,2,1,HOME_TEAM
2004,Everton vs West Brom,1.96,3.17,3.5,Everton,West Brom,2,1,HOME_TEAM
2004,Manchester City vs Charlton,2.0,3.1,3.2,Manchester City,Charlton,4,0,HOME_TEAM
2004,Middlesbrough vs Crystal Palace,1.5,3.45,5.7,Middlesbrough,Crystal Palace,2,1,HOME_TEAM
2004,Tottenham vs Birmingham,2.04,3.14,3.25,Tottenham,Birmingham,1,0,HOME_TEAM
2004,Blackburn vs Manchester Utd,3.65,3.2,1.85,Blackburn,Manchester Utd,1,1,DRAW
2004,Charlton vs Aston Villa,2.34,3.18,2.7,Charlton,Aston Villa,3,0,HOME_TEAM
2004,Newcastle vs Norwich,1.42,3.8,6.5,Newcastle,Norwich,2,2,DRAW
2004,Arsenal vs Blackburn,1.25,4.7,9.99,Arsenal,Blackburn,3,0,HOME_TEAM
2004,Fulham vs Middlesbrough,2.29,3.18,2.75,Fulham,Middlesbrough,0,2,AWAY_TEAM
2004,Southampton vs Bolton,2.25,3.18,2.83,Southampton,Bolton,1,2,AWAY_TEAM
2004,West Brom vs Tottenham,2.5,3.16,2.52,West Brom,Tottenham,1,1,DRAW
2004,Crystal Palace vs Chelsea,6.93,3.99,1.39,Crystal Palace,Chelsea,0,2,AWAY_TEAM
2004,Birmingham vs Manchester City,1.94,3.25,3.54,Birmingham,Manchester City,1,0,HOME_TEAM
2004,Arsenal vs Middlesbrough,1.34,4.0,8.5,Arsenal,Middlesbrough,5,3,HOME_TEAM
2004,West Brom vs Aston Villa,2.59,3.18,2.37,West Brom,Aston Villa,1,1,DRAW
2004,Manchester Utd vs Norwich,1.27,4.45,9.75,Manchester Utd,Norwich,2,1,HOME_TEAM
2004,Birmingham vs Chelsea,4.33,3.2,1.76,Birmingham,Chelsea,0,1,AWAY_TEAM
2004,Charlton vs Portsmouth,1.97,3.23,3.4,Charlton,Portsmouth,2,1,HOME_TEAM
2004,Crystal Palace vs Everton,2.2,3.18,2.93,Crystal Palace,Everton,1,3,AWAY_TEAM
2004,Fulham vs Bolton,2.1,3.18,3.13,Fulham,Bolton,2,0,HOME_TEAM
2004,Liverpool vs Manchester City,1.53,3.45,5.95,Liverpool,Manchester City,2,1,HOME_TEAM
2004,Newcastle vs Tottenham,1.64,3.35,5.03,Newcastle,Tottenham,0,1,AWAY_TEAM
2004,Southampton vs Blackburn,2.2,3.18,2.93,Southampton,Blackburn,3,2,HOME_TEAM
2004,Chelsea vs Manchester Utd,2.04,3.18,3.2,Chelsea,Manchester Utd,1,0,HOME_TEAM
2004,Everton vs Arsenal,4.9,3.29,1.66,Everton,Arsenal,1,4,AWAY_TEAM
2004,Middlesbrough vs Newcastle,2.14,3.18,2.98,Middlesbrough,Newcastle,2,2,DRAW
2004,Aston Villa vs Southampton,1.92,3.23,3.54,Aston Villa,Southampton,2,0,HOME_TEAM
2004,Blackburn vs West Brom,1.79,3.25,4.15,Blackburn,West Brom,1,1,DRAW
2004,Bolton vs Charlton,2.14,3.15,3.04,Bolton,Charlton,4,1,HOME_TEAM
2004,Manchester City vs Fulham,2.0,3.18,3.35,Manchester City,Fulham,1,1,DRAW
2004,Norwich vs Crystal Palace,1.98,3.2,3.4,Norwich,Crystal Palace,1,1,DRAW
2004,Portsmouth vs Birmingham,2.33,3.18,2.72,Portsmouth,Birmingham,1,1,DRAW
2004,Tottenham vs Liverpool,3.04,3.13,2.16,Tottenham,Liverpool,1,1,DRAW
2005,Arsenal vs Wigan,1.01,1.06,1.13,Arsenal,Wigan,4,2,HOME_TEAM
2005,Aston Villa vs Sunderland,1.02,1.04,1.06,Aston Villa,Sunderland,2,1,HOME_TEAM
2005,Blackburn vs Manchester City,1.02,1.03,1.04,Blackburn,Manchester City,2,0,HOME_TEAM
2005,Bolton vs Birmingham,1.02,1.04,1.06,Bolton,Birmingham,1,0,HOME_TEAM
2005,Everton vs West Brom,1.02,1.03,1.05,Everton,West Brom,2,2,DRAW
2005,Fulham vs Middlesbrough,1.02,1.04,1.05,Fulham,Middlesbrough,1,0,HOME_TEAM
2005,Manchester Utd vs Charlton,1.01,1.06,1.13,Manchester Utd,Charlton,4,0,HOME_TEAM
2005,Newcastle vs Chelsea,1.03,1.03,1.02,Newcastle,Chelsea,1,0,HOME_TEAM
2005,Portsmouth vs Liverpool,1.06,1.04,1.02,Portsmouth,Liverpool,1,3,AWAY_TEAM
2005,West Ham vs Tottenham,1.03,1.03,1.02,West Ham,Tottenham,2,1,HOME_TEAM
2005,Manchester City vs Arsenal,1.06,1.04,1.02,Manchester City,Arsenal,1,3,AWAY_TEAM
2005,Sunderland vs Fulham,1.03,1.03,1.02,Sunderland,Fulham,2,1,HOME_TEAM
2005,Bolton vs Middlesbrough,1.01,1.04,1.06,Bolton,Middlesbrough,1,1,DRAW
2005,Blackburn vs Chelsea,1.03,1.03,1.02,Blackburn,Chelsea,1,0,HOME_TEAM
2005,Manchester Utd vs Middlesbrough,1.01,1.05,1.12,Manchester Utd,Middlesbrough,0,0,DRAW
2005,West Brom vs West Ham,1.02,1.03,1.03,West Brom,West Ham,0,1,AWAY_TEAM
2005,Sunderland vs Arsenal,1.1,1.05,1.01,Sunderland,Arsenal,0,3,AWAY_TEAM
2005,Tottenham vs Bolton,1.02,1.03,1.05,Tottenham,Bolton,1,0,HOME_TEAM
2005,Charlton vs Blackburn,1.03,1.03,1.02,Charlton,Blackburn,0,2,AWAY_TEAM
2005,Birmingham vs Newcastle,1.02,1.03,1.03,Birmingham,Newcastle,0,0,DRAW
2005,Liverpool vs Aston Villa,1.01,1.04,1.1,Liverpool,Aston Villa,3,1,HOME_TEAM
2005,Manchester City vs Fulham,1.02,1.03,1.05,Manchester City,Fulham,1,2,AWAY_TEAM
2005,Middlesbrough vs Everton,1.03,1.03,1.03,Middlesbrough,Everton,0,1,AWAY_TEAM
2005,Wigan vs Portsmouth,1.02,1.03,1.03,Wigan,Portsmouth,1,2,AWAY_TEAM
2005,Chelsea vs Manchester Utd,1.02,1.03,1.04,Chelsea,Manchester Utd,3,0,HOME_TEAM
2005,West Ham vs Liverpool,1.04,1.03,1.02,West Ham,Liverpool,1,2,AWAY_TEAM
2005,Aston Villa vs Manchester City,1.02,1.03,1.03,Aston Villa,Manchester City,0,1,AWAY_TEAM
2005,Fulham vs Wigan,1.02,1.03,1.03,Fulham,Wigan,1,0,HOME_TEAM
2005,Bolton vs Charlton,1.02,1.03,1.05,Bolton,Charlton,4,1,HOME_TEAM
2005,Everton vs Birmingham,1.02,1.03,1.03,Everton,Birmingham,0,0,DRAW
2005,Newcastle vs West Brom,1.02,1.03,1.05,Newcastle,West Brom,3,0,HOME_TEAM
2005,Portsmouth vs Sunderland,1.01,1.04,1.09,Portsmouth,Sunderland,2,1,HOME_TEAM
2005,Arsenal vs Tottenham,1.02,1.03,1.05,Arsenal,Tottenham,1,1,DRAW
2005,Birmingham vs Blackburn,1.03,1.03,1.03,Birmingham,Blackburn,2,1,HOME_TEAM
2005,Wigan vs Aston Villa,1.02,1.03,1.03,Wigan,Aston Villa,3,2,HOME_TEAM
2005,West Brom vs Bolton,1.02,1.03,1.03,West Brom,Bolton,0,0,DRAW
2005,Charlton vs Portsmouth,1.02,1.03,1.03,Charlton,Portsmouth,2,1,HOME_TEAM
2005,Chelsea vs Everton,1.01,1.06,1.14,Chelsea,Everton,3,0,HOME_TEAM
2005,Middlesbrough vs West Ham,1.03,1.03,1.03,Middlesbrough,West Ham,2,0,HOME_TEAM
2005,Sunderland vs Newcastle,1.04,1.03,1.02,Sunderland,Newcastle,1,4,AWAY_TEAM
2005,Tottenham vs Manchester Utd,1.03,1.03,1.02,Tottenham,Manchester Utd,1,2,AWAY_TEAM
2005,Blackburn vs Liverpool,1.03,1.03,1.02,Blackburn,Liverpool,0,1,AWAY_TEAM
2005,Aston Villa vs Birmingham,1.02,1.03,1.03,Aston Villa,Birmingham,3,1,HOME_TEAM
2005,Arsenal vs West Brom,1.01,1.05,1.12,Arsenal,West Brom,3,1,HOME_TEAM
2005,Everton vs Tottenham,1.03,1.03,1.03,Everton,Tottenham,0,1,AWAY_TEAM
2005,Fulham vs Charlton,1.02,1.03,1.04,Fulham,Charlton,2,1,HOME_TEAM
2005,Newcastle vs Wigan,1.02,1.03,1.04,Newcastle,Wigan,3,1,HOME_TEAM
2005,Portsmouth vs Middlesbrough,1.02,1.03,1.05,Portsmouth,Middlesbrough,1,0,HOME_TEAM
2005,West Ham vs Manchester City,1.02,1.03,1.03,West Ham,Manchester City,1,0,HOME_TEAM
2005,Bolton vs Chelsea,1.05,1.03,1.02,Bolton,Chelsea,0,2,AWAY_TEAM
2005,Manchester Utd vs Sunderland,1.01,1.08,1.24,Manchester Utd,Sunderland,0,0,DRAW
2005,Portsmouth vs Arsenal,1.05,1.04,1.02,Portsmouth,Arsenal,1,1,DRAW
2005,Manchester Utd vs Arsenal,1.02,1.03,1.04,Manchester Utd,Arsenal,2,0,HOME_TEAM
2005,Middlesbrough vs Newcastle,1.02,1.03,1.03,Middlesbrough,Newcastle,1,2,AWAY_TEAM
2005,Liverpool vs Bolton,1.01,1.04,1.07,Liverpool,Bolton,1,0,HOME_TEAM
2005,Aston Villa vs West Brom,1.02,1.03,1.03,Aston Villa,West Brom,0,0,DRAW
2005,Chelsea vs West Ham,1.01,1.05,1.12,Chelsea,West Ham,4,1,HOME_TEAM
2005,Wigan vs Birmingham,1.02,1.03,1.04,Wigan,Birmingham,1,1,DRAW
2005,Charlton vs Everton,1.02,1.03,1.03,Charlton,Everton,0,0,DRAW
2005,Portsmouth vs Blackburn,1.02,1.03,1.03,Portsmouth,Blackburn,2,2,DRAW
2005,Tottenham vs Manchester City,1.02,1.03,1.06,Tottenham,Manchester City,2,1,HOME_TEAM
2005,Birmingham vs Bolton,1.03,1.03,1.02,Birmingham,Bolton,1,0,HOME_TEAM
2005,Blackburn vs Wigan,1.02,1.03,1.05,Blackburn,Wigan,1,1,DRAW
2005,West Ham vs Charlton,1.02,1.03,1.03,West Ham,Charlton,0,0,DRAW
2005,Manchester City vs Middlesbrough,1.02,1.03,1.04,Manchester City,Middlesbrough,0,1,AWAY_TEAM
2005,West Brom vs Liverpool,1.06,1.04,1.02,West Brom,Liverpool,0,2,AWAY_TEAM
2005,Arsenal vs Aston Villa,1.01,1.05,1.11,Arsenal,Aston Villa,5,0,HOME_TEAM
2005,Bolton vs Manchester Utd,1.04,1.03,1.02,Bolton,Manchester Utd,1,2,AWAY_TEAM
2005,Everton vs Sunderland,1.01,1.04,1.09,Everton,Sunderland,2,2,DRAW
2005,Fulham vs Portsmouth,1.02,1.03,1.04,Fulham,Portsmouth,1,3,AWAY_TEAM
2005,Newcastle vs Tottenham,1.03,1.03,1.03,Newcastle,Tottenham,3,1,HOME_TEAM
2005,Birmingham vs Chelsea,1.1,1.05,1.01,Birmingham,Chelsea,0,0,DRAW
2005,Manchester Utd vs West Ham,1.01,1.05,1.09,Manchester Utd,West Ham,1,0,HOME_TEAM
2005,Tottenham vs West Brom,1.01,1.04,1.08,Tottenham,West Brom,2,1,HOME_TEAM
2005,Manchester Utd vs Birmingham,1.01,1.06,1.15,Manchester Utd,Birmingham,3,0,HOME_TEAM
2005,Charlton vs Newcastle,1.02,1.03,1.03,Charlton,Newcastle,3,1,HOME_TEAM
2005,Middlesbrough vs Bolton,1.03,1.03,1.02,Middlesbrough,Bolton,4,3,HOME_TEAM
2005,Aston Villa vs Fulham,1.02,1.03,1.04,Aston Villa,Fulham,0,0,DRAW
2005,Chelsea vs Manchester City,1.01,1.05,1.12,Chelsea,Manchester City,2,0,HOME_TEAM
2005,Sunderland vs Blackburn,1.05,1.03,1.02,Sunderland,Blackburn,0,1,AWAY_TEAM
2005,Wigan vs West Ham,1.02,1.03,1.04,Wigan,West Ham,1,2,AWAY_TEAM
2005,Liverpool vs Everton,1.02,1.03,1.06,Liverpool,Everton,3,1,HOME_TEAM
2005,Fulham vs Chelsea,1.08,1.04,1.01,Fulham,Chelsea,1,0,HOME_TEAM
2005,Newcastle vs Liverpool,1.03,1.03,1.02,Newcastle,Liverpool,1,3,AWAY_TEAM
2005,Birmingham vs Tottenham,1.03,1.03,1.02,Birmingham,Tottenham,0,2,AWAY_TEAM
2005,Arsenal vs Charlton,1.01,1.04,1.09,Arsenal,Charlton,3,0,HOME_TEAM
2005,Blackburn vs Middlesbrough,1.02,1.03,1.04,Blackburn,Middlesbrough,3,2,HOME_TEAM
2005,Bolton vs Sunderland,1.01,1.04,1.09,Bolton,Sunderland,2,0,HOME_TEAM
2005,Manchester City vs Wigan,1.02,1.03,1.04,Manchester City,Wigan,0,1,AWAY_TEAM
2005,West Brom vs Manchester Utd,1.07,1.04,1.02,West Brom,Manchester Utd,1,2,AWAY_TEAM
2005,West Ham vs Portsmouth,1.02,1.03,1.04,West Ham,Portsmouth,2,4,AWAY_TEAM
2005,Everton vs Aston Villa,1.02,1.03,1.04,Everton,Aston Villa,4,1,HOME_TEAM
2005,Liverpool vs Fulham,1.01,1.04,1.09,Liverpool,Fulham,5,1,HOME_TEAM
2005,Arsenal vs Liverpool,1.02,1.03,1.03,Arsenal,Liverpool,2,1,HOME_TEAM
2005,Charlton vs Middlesbrough,1.02,1.03,1.03,Charlton,Middlesbrough,2,1,HOME_TEAM
2005,Manchester Utd vs Newcastle,1.01,1.04,1.08,Manchester Utd,Newcastle,2,0,HOME_TEAM
2005,Blackburn vs Aston Villa,1.02,1.03,1.04,Blackburn,Aston Villa,2,0,HOME_TEAM
2005,Everton vs Fulham,1.02,1.03,1.04,Everton,Fulham,3,1,HOME_TEAM
2005,Portsmouth vs Manchester City,1.03,1.03,1.02,Portsmouth,Manchester City,2,1,HOME_TEAM
2005,Sunderland vs Wigan,1.03,1.03,1.02,Sunderland,Wigan,0,1,AWAY_TEAM
2005,Bolton vs West Ham,1.02,1.03,1.04,Bolton,West Ham,4,1,HOME_TEAM
2005,Chelsea vs Tottenham,1.02,1.03,1.08,Chelsea,Tottenham,2,1,HOME_TEAM
2005,Birmingham vs West Brom,1.02,1.03,1.04,Birmingham,West Brom,1,1,DRAW
2005,Wigan vs Manchester Utd,1.06,1.04,1.02,Wigan,Manchester Utd,1,2,AWAY_TEAM
2005,Tottenham vs Blackburn,1.02,1.03,1.04,Tottenham,Blackburn,3,2,HOME_TEAM
2005,Manchester City vs Sunderland,1.01,1.04,1.08,Manchester City,Sunderland,2,1,HOME_TEAM
2005,Liverpool vs Charlton,1.01,1.04,1.07,Liverpool,Charlton,0,0,DRAW
2005,Aston Villa vs Portsmouth,1.02,1.03,1.05,Aston Villa,Portsmouth,1,0,HOME_TEAM
2005,Fulham vs Arsenal,1.03,1.03,1.02,Fulham,Arsenal,0,4,AWAY_TEAM
2005,Middlesbrough vs Birmingham,1.02,1.03,1.04,Middlesbrough,Birmingham,1,0,HOME_TEAM
2005,Newcastle vs Bolton,1.02,1.03,1.03,Newcastle,Bolton,3,1,HOME_TEAM
2005,West Ham vs Everton,1.02,1.03,1.04,West Ham,Everton,2,2,DRAW
2005,West Brom vs Chelsea,1.08,1.04,1.01,West Brom,Chelsea,1,2,AWAY_TEAM
2005,West Brom vs Middlesbrough,1.02,1.03,1.03,West Brom,Middlesbrough,0,2,AWAY_TEAM
2005,Bolton vs Fulham,1.02,1.03,1.04,Bolton,Fulham,2,1,HOME_TEAM
2005,Liverpool vs Manchester City,1.02,1.04,1.06,Liverpool,Manchester City,1,0,HOME_TEAM
2005,Newcastle vs Everton,1.02,1.03,1.03,Newcastle,Everton,2,0,HOME_TEAM
2005,Birmingham vs Sunderland,1.02,1.03,1.05,Birmingham,Sunderland,1,0,HOME_TEAM
2005,Blackburn vs Arsenal,1.03,1.03,1.02,Blackburn,Arsenal,1,0,HOME_TEAM
2005,Charlton vs Aston Villa,1.02,1.03,1.03,Charlton,Aston Villa,0,0,DRAW
2005,Chelsea vs Portsmouth,1.01,1.06,1.1,Chelsea,Portsmouth,2,0,HOME_TEAM
2005,Newcastle vs Charlton,1.02,1.03,1.04,Newcastle,Charlton,0,0,DRAW
2005,Tottenham vs Wigan,1.02,1.03,1.06,Tottenham,Wigan,2,2,DRAW
2005,Blackburn vs Sunderland,1.01,1.04,1.08,Blackburn,Sunderland,2,0,HOME_TEAM
2005,Liverpool vs Arsenal,1.02,1.03,1.04,Liverpool,Arsenal,1,0,HOME_TEAM
2005,West Ham vs Birmingham,1.02,1.03,1.04,West Ham,Birmingham,3,0,HOME_TEAM
2005,Manchester City vs Charlton,1.02,1.03,1.04,Manchester City,Charlton,3,2,HOME_TEAM
2005,Sunderland vs Tottenham,1.05,1.03,1.02,Sunderland,Tottenham,1,1,DRAW
2005,Portsmouth vs Manchester Utd,1.06,1.04,1.02,Portsmouth,Manchester Utd,1,3,AWAY_TEAM
2005,Arsenal vs Bolton,1.02,1.04,1.06,Arsenal,Bolton,1,1,DRAW
2005,Aston Villa vs Newcastle,1.02,1.03,1.03,Aston Villa,Newcastle,1,2,AWAY_TEAM
2005,Everton vs Blackburn,1.02,1.03,1.03,Everton,Blackburn,1,0,HOME_TEAM
2005,Fulham vs West Brom,1.02,1.03,1.04,Fulham,West Brom,6,1,HOME_TEAM
2005,Middlesbrough vs Chelsea,1.08,1.04,1.01,Middlesbrough,Chelsea,3,0,HOME_TEAM
2005,Wigan vs Liverpool,1.04,1.03,1.02,Wigan,Liverpool,0,1,AWAY_TEAM
2005,Charlton vs Liverpool,1.04,1.03,1.02,Charlton,Liverpool,2,0,HOME_TEAM
2005,Chelsea vs Liverpool,1.02,1.03,1.04,Chelsea,Liverpool,2,0,HOME_TEAM
2005,Tottenham vs Charlton,1.02,1.03,1.04,Tottenham,Charlton,3,1,HOME_TEAM
2005,Manchester Utd vs Fulham,1.01,1.05,1.1,Manchester Utd,Fulham,4,2,HOME_TEAM
2005,Birmingham vs Arsenal,1.03,1.03,1.02,Birmingham,Arsenal,0,2,AWAY_TEAM
2005,Bolton vs Wigan,1.02,1.03,1.04,Bolton,Wigan,1,1,DRAW
2005,Everton vs Manchester City,1.02,1.03,1.03,Everton,Manchester City,1,0,HOME_TEAM
2005,Middlesbrough vs Aston Villa,1.02,1.03,1.03,Middlesbrough,Aston Villa,0,4,AWAY_TEAM
2005,Newcastle vs Portsmouth,1.02,1.03,1.04,Newcastle,Portsmouth,2,0,HOME_TEAM
2005,West Brom vs Blackburn,1.03,1.03,1.03,West Brom,Blackburn,2,0,HOME_TEAM
2005,West Ham vs Sunderland,1.02,1.04,1.06,West Ham,Sunderland,2,0,HOME_TEAM
2005,Arsenal vs West Ham,1.01,1.04,1.08,Arsenal,West Ham,2,3,AWAY_TEAM
2005,Blackburn vs Manchester Utd,1.04,1.03,1.02,Blackburn,Manchester Utd,4,3,HOME_TEAM
2005,Liverpool vs Birmingham,1.01,1.05,1.1,Liverpool,Birmingham,1,1,DRAW
2005,Manchester City vs Newcastle,1.02,1.03,1.04,Manchester City,Newcastle,3,0,HOME_TEAM
2005,Aston Villa vs Chelsea,1.07,1.04,1.01,Aston Villa,Chelsea,1,1,DRAW
2005,Portsmouth vs Bolton,1.03,1.03,1.03,Portsmouth,Bolton,1,1,DRAW
2005,Charlton vs West Brom,1.02,1.03,1.04,Charlton,West Brom,0,0,DRAW
2005,Fulham vs Tottenham,1.03,1.03,1.02,Fulham,Tottenham,1,0,HOME_TEAM
2005,Sunderland vs Middlesbrough,1.03,1.03,1.03,Sunderland,Middlesbrough,0,3,AWAY_TEAM
2005,Wigan vs Everton,1.02,1.03,1.03,Wigan,Everton,1,1,DRAW
2005,West Ham vs Fulham,1.02,1.03,1.03,West Ham,Fulham,2,1,HOME_TEAM
2005,Manchester Utd vs Liverpool,1.02,1.03,1.03,Manchester Utd,Liverpool,1,0,HOME_TEAM
2005,Chelsea vs Charlton,1.01,1.06,1.11,Chelsea,Charlton,1,1,DRAW
2005,West Brom vs Sunderland,1.02,1.03,1.04,West Brom,Sunderland,0,1,AWAY_TEAM
2005,Birmingham vs Portsmouth,1.02,1.03,1.04,Birmingham,Portsmouth,5,0,HOME_TEAM
2005,Bolton vs Manchester City,1.02,1.03,1.03,Bolton,Manchester City,2,0,HOME_TEAM
2005,Middlesbrough vs Wigan,1.02,1.03,1.03,Middlesbrough,Wigan,2,3,AWAY_TEAM
2005,Newcastle vs Blackburn,1.02,1.03,1.03,Newcastle,Blackburn,0,1,AWAY_TEAM
